code,name,cf_sales20161,rateofreturn20161,cf_nm20161,cf_liabilities20161,cashflowratio20161,cf_sales20162,rateofreturn20162,cf_nm20162,cf_liabilities20162,cashflowratio20162,cf_sales20163,rateofreturn20163,cf_nm20163,cf_liabilities20163,cashflowratio20163,cf_sales20164,rateofreturn20164,cf_nm20164,cf_liabilities20164,cashflowratio20164,cf_sales20171,rateofreturn20171,cf_nm20171,cf_liabilities20171,cashflowratio20171,cf_sales20172,rateofreturn20172,cf_nm20172,cf_liabilities20172,cashflowratio20172,cf_sales20173,rateofreturn20173,cf_nm20173,cf_liabilities20173,cashflowratio20173,cf_sales20174,rateofreturn20174,cf_nm20174,cf_liabilities20174,cashflowratio20174,cf_sales20181,rateofreturn20181,cf_nm20181,cf_liabilities20181,cashflowratio20181
600481,双良节能,-0.1062,-0.011000000000000001,-1.6143,-0.0218,-3.3269,-0.1118,-0.0213,-1.9617,-0.0407,-6.2078,0.0087,0.0026,0.1057,0.0049,0.7142,0.1159,0.0525,1.5861,0.1033,11.2855,-0.4993,-0.0372,,-0.0762,-8.4115,-0.0022,-0.0004,-0.1792,-0.0008,-0.0813,0.0662,0.0175,4.114,0.0332,3.3412,0.2499,0.1114,4.5947,0.2429,24.426,-0.2242,-0.0214,,-0.0497,-5.0002
002432,九安医疗,-0.1941,-0.0285,,-0.1293,-13.3795,-0.3818,-0.0419,,-0.3997,-41.3131,-0.4132,-0.06,,-0.1529,-23.0891,-0.0869,-0.0155,-2.5173,-0.0448,-7.3739,-0.2543,-0.0148,,-0.0416,-6.6907,-0.2132,-0.0303,,-0.0827,-13.1024,-0.2548,-0.0566,,-0.1661,-16.8691,-0.1537,-0.0438,,-0.126,-12.8326,-0.2247,-0.0148,,-0.0799,-8.2959
002094,青岛金王,-0.2249,-0.0505,-5.1597,-0.0858,-10.5225,-0.0898,-0.0343,-1.6059,-0.0895,-14.9219,-0.1357,-0.077,-1.7805,-0.20600000000000002,-34.135999999999996,-0.0262,-0.0215,-0.3116,-0.0647,-7.9792,-0.1902,-0.0429,-5.0355,-0.1067,-12.7586,-0.0844,-0.0379,-0.5278,-0.0979,-11.9106,-0.09699999999999999,-0.0675,-0.7796,-0.1723,-20.6358,0.0096,0.0096,0.1007,0.025,3.0532,-0.2248,-0.0517,-4.6655,-0.1191,-16.0795
300266,兴源环境,-0.192,-0.0157,-1.6613,-0.0342,-3.5963,-0.1369,-0.0234,-0.9644,-0.0578,-5.9775,0.0296,0.0078,0.2569,0.0193,2.0485,-0.021,-0.0073,-0.2363,-0.0145,-1.5291,-0.5074,-0.0303,-1.8117,-0.0621,-6.8674,-0.1904,-0.0385,-1.1473,-0.066,-7.4133,-0.3118,-0.0924,-1.6947,-0.1528,-17.8379,-0.2984,-0.0955,-2.5071,-0.1629,-20.083,-0.2249,-0.0127,-3.5371,-0.0208,-2.504
002538,司尔特,-0.4316,-0.0661,-5.8908,-0.2359,-52.2263,0.0009,0.0003,0.01,0.0008,0.1492,0.1478,0.073,1.5031,0.2822,71.7744,0.2099,0.1245,2.3961,0.3916,71.1685,-0.5141,-0.0521,-7.2399,-0.1626,-29.0073,-0.2278,-0.0504,-2.5347,-0.1836,-39.6273,-0.0663,-0.0266,-0.9234,-0.095,-20.0449,0.0173,0.01,0.2097,0.0406,8.4579,-0.2249,-0.0217,-2.5952,-0.0696,-11.0413
002627,宜昌交运,0.052000000000000005,0.01,1.7999,0.0206,2.5662,0.0681,0.0252,2.1947,0.0508,6.3406,0.062,0.0335,1.6943,0.0602,7.5684,0.0692,0.0557,2.3838,0.1025,12.9423,0.0114,0.0024,0.4391,0.0046,0.5978,0.0387,0.016,1.122,0.0295,3.6861,0.0496,0.0228,0.8107,0.0578,7.2118,0.0462,0.0272,0.8283,0.0705,9.7779,-0.2256,-0.0365,-10.0812,-0.0934,-12.8338
300062,中能电气,0.3171,0.0312,4.6938,0.0537,5.6097,0.1564,0.0313,2.444,0.0533,5.4951,-0.0468,-0.0212,-0.4874,-0.0491,-4.9804,0.0559,0.0314,0.6359,0.0661,7.0359,-0.2959,-0.0218,-7.7925,-0.0462,-4.9026,-0.3149,-0.0477,-8.595,-0.0869,-11.9654,-0.2418,-0.0609,-8.1871,-0.1128,-15.7632,-0.1264,-0.0491,,-0.085,-11.9105,-0.2263,-0.0169,-14.9437,-0.0286,-3.9917
300499,高澜股份,-0.5691,-0.0555,,-0.1381,-15.3962,-0.3281,-0.0821,-4.0225,-0.198,-21.8935,-0.2826,-0.0914,-4.0446,-0.2046,-22.8088,-0.0029,-0.0012,-0.0236,-0.0026,-0.2821,-0.3268,-0.0313,,-0.0668,-7.3166,0.0473,0.013000000000000001,1.1128,0.0283,3.0861,-0.1121,-0.0418,-1.7158,-0.0935,-10.2149,-0.0545,-0.0281,-0.7343,-0.066,-7.3898,-0.2268,-0.0255,,-0.0658,-7.5957
300409,道氏技术,-0.4204,-0.0273,-4.2463,-0.1128,-12.8086,-0.1031,-0.0208,-0.6895,-0.0732,-8.5446,-0.002,-0.0007,-0.0135,-0.0023,-0.2834,-0.0451,-0.0199,-0.3446,-0.0599,-7.7054,0.3424,0.0247,2.4758,0.0677,8.3055,0.2038,0.0267,1.2114,0.0547,7.3162,-0.1781,-0.0582,-1.4014,-0.122,-17.0677,-0.0373,-0.017,-0.3014,-0.0341,-4.3411,-0.2271,-0.0361,-1.3993,-0.0653,-9.2452
000530,大冷股份,-0.22399999999999998,-0.0219,-3.51,-0.0613,-7.6622,-0.0554,-0.009000000000000001,-0.6362,-0.0259,-3.1197,-0.0467,-0.0121,-0.4392,-0.036000000000000004,-4.3624,-0.0043,-0.0015,-0.0424,-0.0046,-0.5613,-0.2888,-0.0275,-4.0626,-0.0832,-10.1037,-0.1482,-0.0277,-1.5047,-0.0747,-8.9201,-0.1391,-0.0367,-1.3813,-0.0976,-11.6017,-0.0996,-0.0369,-1.0131,-0.0975,-11.5572,-0.2275,-0.0216,-4.566,-0.0606,-7.2865
300599,雄塑科技,-0.3007,,-3.2509,,,-0.013000000000000001,-0.006,-0.1524,-0.0133,-1.4909999999999999,0.018000000000000002,0.0135,0.2047,0.0322,3.6108,0.0669,0.0736,0.8452,0.1739,19.4149,-0.2733,-0.0478,-3.7552,-0.1816,-20.8489,-0.1081,-0.0434,-1.5333,-0.1739,-20.1338,0.0508,0.0336,0.6137,0.1332,15.2591,0.1156,0.1061,1.329,0.4144,46.9117,-0.2277,-0.0505,-2.1234,-0.23399999999999999,-27.1464
600970,中材国际,0.1043,0.0158,3.5473,0.0209,2.2395,0.0794,0.0245,2.1725,0.0327,3.642,0.1094,0.0503,2.7739999999999996,0.068,7.5803,0.1263,0.0863,4.7105,0.1166,12.9103,0.0342,0.0046,0.8963,0.0063,0.7,0.0648,0.0187,1.2809,0.0249,2.8647,0.0061,0.0026,0.1115,0.0035,0.4229,-0.1002,-0.0659,-1.9989,-0.09,-10.3151,-0.2284,-0.0326,-5.7292,-0.044000000000000004,-5.1279
002481,双塔食品,0.0591,0.0047,0.4364,0.0109,1.1486,0.0665,0.0124,0.9082,0.0295,2.9793,0.1131,0.0302,1.3833,0.0741,7.4893,0.2171,0.0903,7.9313,0.2181,22.0332,-0.1899,-0.0183,-2.6207,-0.0507,-5.1303,-0.1286,-0.024,-2.4451,-0.061,-6.1526,-0.0477,-0.0122,-0.8156,-0.0294,-2.9631,0.0214,0.0102,1.2347,0.0253,2.5658,-0.2284,-0.0372,-2.8013,-0.0914,-9.2415
603111,康尼机电,-0.2593,-0.0467,-2.1343,-0.0971,-9.8791,-0.0771,-0.0305,-0.5694,-0.0644,-6.5691,-0.042,-0.0239,-0.324,-0.051,-5.1982,0.0306,0.0229,0.2407,0.0474,4.9003,-0.3395,-0.048,-3.2448,-0.0983,-10.1628,-0.159,-0.0524,-1.3797,-0.1004,-10.3276,-0.1754,-0.0874,-1.5763,-0.1659,-17.0679,0.0755,0.025,0.6322,0.0546,5.5481,-0.2285,-0.0237,-1.8397,-0.0718,-7.3346
000423,东阿阿胶,-0.4553,-0.075,-1.2329,-0.4917,-51.692,-0.34,-0.1016,-1.091,-0.5854,-61.2146,-0.18,-0.0795,-0.5827,-0.5579,-58.9405,0.0989,0.0628,0.3367,0.3995,41.9024,0.0858,0.0129,0.2376,0.0661,6.8455,-0.2015,-0.0509,-0.655,-0.2014,-20.6109,-0.0984,-0.0404,-0.3528,-0.2344,-24.2814,0.2384,0.142,0.8598,0.7017,71.9805,-0.2287,-0.0304,-0.6395,-0.1711,-17.6071
300439,美康生物,-0.3596,-0.0367,-1.6149,-0.1754,-19.2317,0.062,0.0121,0.2811,0.0423,5.5633,0.077,0.0243,0.3534,0.0785,9.8656,0.0023,0.001,0.013000000000000001,0.0029,0.2991,-0.251,-0.0307,-1.6054,-0.0775,-7.9923,0.0094,0.0025,0.0643,0.0063,0.6467,-0.0182,-0.0073,-0.1227,-0.0182,-1.8662,-0.0711,-0.0395,-0.5704,-0.0897,-9.1527,-0.2287,-0.0315,-1.6703,-0.0721,-7.341
600292,远达环保,-0.0144,-0.0014,-0.1625,-0.0035,-0.4173,0.0338,0.0066,0.7959,0.0167,1.9068,0.0465,0.013000000000000001,0.8924,0.0328,3.7394,0.0452,0.017,0.8976,0.0418,4.6529,-0.2234,-0.0166,-5.6997,-0.0419,-4.6635,-0.0052,-0.0008,-0.1786,-0.002,-0.2183,-0.0453,-0.0112,-0.9641,-0.0271,-2.9743,-0.0188,-0.0068,-0.5334,-0.0161,-1.7369999999999999,-0.2294,-0.0181,-6.6394,-0.0434,-4.9761
601258,庞大集团,-0.092,-0.021,-36.1958,-0.0263,-2.9932,-0.0501,-0.0227,-25.4271,-0.0283,-3.0793,-0.0467,-0.0324,-13.7107,-0.0405,-4.4108,0.0171,0.016,3.0712,0.0196,2.1672,-0.3243,-0.0737,-46.516999999999996,-0.091,-10.5096,-0.2863,-0.1428,-34.1069,-0.1793,-20.8332,-0.1258,-0.0983,-21.844,-0.1243,-14.4719,-0.0353,-0.0392,-12.8108,-0.0496,-5.3363,-0.2302,-0.0542,-73.1656,-0.07,-7.3589
600590,泰豪科技,-0.0397,-0.0027,-0.9744,-0.0053,-0.629,-0.1538,-0.0251,-4.199,-0.0525,-6.3432,-0.1692,-0.0419,-4.4178,-0.0825,-11.3406,0.0636,0.0289,1.8058,0.0532,7.542000000000001,-0.5832,-0.0446,-14.9309,-0.0852,-12.4523,-0.6037,-0.1015,-11.8553,-0.1983,-29.6615,-0.4432,-0.1175,-8.3392,-0.2134,-34.0512,-0.0713,-0.0346,-1.402,-0.0548,-7.41,-0.2302,-0.023,-5.3594,-0.0379,-5.266
002193,如意集团,-0.8102,-0.0471,-21.93,-0.0747,-7.8269,-0.3272,-0.0446,-6.3972,-0.07,-7.2832,-0.4046,-0.0606,-7.8482,-0.1463,-18.9106,0.4356,0.0892,12.0453,0.2034,26.1836,-1.2951,-0.055,-47.1536,-0.132,-17.415,-0.6206,-0.0766,-15.5724,-0.1896,-24.5149,-0.5386,-0.0873,-9.63,-0.2062,-25.9911,0.1083,0.0282,1.5497,0.0665,7.7164,-0.2304,-0.0114,-5.2565,-0.0269,-3.1236
000790,泰合健康,-0.4019,-0.0382,-5.6761,-0.1185,-12.6182,0.1037,0.0302,1.4913,0.1103,11.9138,0.0406,0.0179,0.746,0.0643,6.9433,0.0897,0.0473,0.6254,0.1213,12.6423,-0.6508,-0.0644,-18.6082,-0.192,-20.2317,-0.1542,-0.0321,-3.5888,-0.0701,-7.2196,-0.41200000000000003,-0.14800000000000002,,-0.3236,-33.3997,-0.0515,-0.0229,-0.1772,-0.0624,-6.4273,-0.2305,-0.0231,-5.7082,-0.065,-6.6989
300518,盛讯达,0.1603,0.013999999999999999,0.4322,0.1431,52.8893,0.2738,0.0288,0.6225,0.4272,94.5952,0.3074,0.0467,0.7295,0.7131,224.6302,0.4266,0.0786,0.887,1.148,350.2993,0.1942,0.0073,0.4365,0.1034,30.8627,0.2874,0.0218,0.6313,0.1313,17.3251,0.3184,0.0358,0.9425,0.1804,74.3815,0.1635,0.0269,0.6292,0.1043,22.0031,-0.2306,-0.0099,-3.9469,-0.0392,-8.2561
300247,乐金健康,-0.19,-0.0103,-2.3629,-0.0449,-4.6601,-0.1248,-0.0131,-1.5763,-0.0607,-6.3174,-0.1392,-0.0226,-1.3552,-0.0999,-10.3528,0.0732,0.0154,0.5173,0.0858,8.8559,-0.09699999999999999,-0.0075,-1.2842,-0.0421,-4.3472,0.1693,0.0263,2.2243,0.1446,14.8965,0.0018,0.0005,0.0284,0.0025,0.257,-0.0709,-0.0281,-1.3097,-0.1411,-15.1718,-0.231,-0.0198,-2.427,-0.1053,-11.3688
002016,世荣兆业,4.9872,0.0398,,0.0572,6.8646,0.998,0.1577,7.7652,0.2194,29.3153,2.0469,0.3126,25.2014,0.4126,42.1868,1.7719,0.3532,28.9662,0.47100000000000003,47.3218,-1.0388,-0.0178,-16.0034,-0.0233,-2.5211,-0.5765,-0.0146,,-0.018000000000000002,-2.2618,-0.0118,-0.0025,-0.0467,-0.0033,-0.4257,0.0098,0.0043,0.0334,0.0066,0.9057,-0.231,-0.0309,-0.527,-0.0529,-8.3013
601669,中国电建,-0.0314,-0.0036,-0.8973,-0.0044,-0.7607,0.0114,0.0027,0.3066,0.0033,0.5691,0.0373,0.0129,1.0474,0.0156,2.6593,0.1212,0.0578,3.8145,0.0698,11.455,-0.1889,-0.0194,-5.1978,-0.0235,-3.8797,-0.1138,-0.0247,-3.4026,-0.0306,-4.9982,-0.0534,-0.0171,-1.6249,-0.0211,-3.4857,0.0209,0.0097,0.6914,0.0122,1.9569999999999999,-0.2313,-0.0236,-6.2704,-0.0296,-4.8515
002719,麦趣尔,-0.7938,-0.0649,-15.4168,-0.3266,-33.9753,-0.2548,-0.0439,-2.8257,-0.2428,-25.3756,-0.0367,-0.0109,-0.3384,-0.0582,-6.0789,0.0681,0.027999999999999997,1.3569,0.1717,17.9561,-0.33,-0.0317,-14.7511,-0.1693,-17.6714,-0.2345,-0.0441,-5.4216,-0.252,-26.2502,-0.0679,-0.0199,-1.2074,-0.1071,-11.1202,0.0836,0.034,2.5749,0.1773,18.3102,-0.23199999999999998,-0.0229,-3.6617,-0.1247,-12.8986
000961,中南建设,-0.5306,-0.0272,-17.0165,-0.033,-4.4752,-0.2451,-0.0315,-10.6833,-0.038,-5.2148,-0.1177,-0.0209,-5.109,-0.0249,-3.5922,-0.1307,-0.0384,-10.5093,-0.0446,-6.4851,0.0166,0.0008,0.6191,0.0009,0.131,-0.0282,-0.0027,-0.8893,-0.003,-0.4304,-0.001,-0.0001,-0.0407,-0.0001,-0.0206,-0.0962,-0.0168,-5.4642,-0.0185,-2.4938,-0.23199999999999998,-0.0138,-5.8614,-0.0152,-2.0486
300158,振东制药,-0.1965,-0.0234,-6.4602,-0.0458,-5.1266,0.0249,0.0064,0.9538,0.0116,1.3623,-0.0447,-0.0126,-0.9242,-0.0483,-5.8532,-0.0136,-0.0065,-0.2316,-0.0279,-3.5118,-0.0877,-0.009000000000000001,-1.1242,-0.038,-4.7744,-0.068,-0.0153,-0.6921,-0.0633,-7.7703,-0.0629,-0.0208,-0.6247,-0.0901,-11.2968,0.0121,0.0059,0.1552,0.0219,2.6225,-0.2321,-0.0241,-3.7295,-0.0979,-12.011
002158,汉钟精机,0.174,0.0128,1.2007,0.0739,7.9375,0.1557,0.0294,0.8427,0.1526,16.2225,0.2576,0.0764,1.4359,0.4034,42.5087,0.213,0.0852,1.2895,0.4431,46.4326,0.0588,0.0053,0.535,0.0272,2.8589,0.1523,0.0342,1.0348,0.1527,15.9181,0.1662,0.0604,1.1959,0.249,25.8202,0.1725,0.08900000000000001,1.2367,0.2087,29.5071,-0.2325,-0.0255,-2.7310000000000003,-0.0614,-8.6509
601618,中国中冶,-0.1788,-0.0222,-4.8335,-0.0281,-3.3616,-0.0297,-0.0079,-1.0079,-0.0099,-1.1552,-0.0208,-0.0081,-0.7762,-0.0101,-1.1773,0.0845,0.0492,3.1088,0.063,7.2488,-0.3815,-0.0433,-9.9865,-0.0563,-6.6049,-0.1405,-0.0353,-4.8665,-0.0456,-5.3767,-0.0934,-0.0345,-3.4796,-0.045,-5.3612,0.0755,0.0444,2.7441,0.0581,6.5746,-0.2332,-0.0305,-6.5688,-0.0399,-4.53
300103,达刚路机,0.1396,0.0066,1.3636,0.0436,4.375,0.1309,0.0143,0.983,0.0883,9.1279,0.1385,0.0231,1.1286,0.1468,15.1641,0.172,0.0379,1.5985,0.2635,27.3648,-0.1788,-0.01,-1.7311,-0.0725,-7.5423,-0.0826,-0.0143,-0.6735,-0.1092,-11.3863,-0.0527,-0.012,-0.4124,-0.0883,-9.1889,0.0801,0.023,0.5425,0.1722,17.9748,-0.2333,-0.0163,-1.7678,-0.1205,-12.567
600605,汇通能源,-0.139,-0.0334,-12.7433,-0.0597,-10.0632,-0.0565,-0.0431,-3.6159,-0.0815,-14.9702,0.0,0.0,0.0012,0.0,0.0067,0.0186,0.0323,1.6113,0.0605,9.4365,0.0375,0.016,3.7096,0.0303,4.7533,0.0291,0.028999999999999998,3.1455,0.0555,8.8465,0.0131,0.0204,1.6812,0.0408,9.6567,0.0118,0.0235,0.9915,0.0516,7.6584,-0.2337,-0.0744,-8.8414,-0.1658,-24.8078
600884,杉杉股份,-0.1944,-0.0146,-3.8037,-0.038,-6.7483,-0.243,-0.0392,-2.2686,-0.1104,-21.5266,-0.1989,-0.0485,-2.2238,-0.1331,-19.4519,-0.1056,-0.0396,-1.4523,-0.0973,-14.4619,-0.21899999999999997,-0.0219,-3.2392,-0.0522,-7.5568,-0.0681,-0.0148,-0.6655,-0.0312,-4.1309,-0.06,-0.0192,-0.705,-0.0366,-5.5743,-0.0461,-0.0173,-0.3777,-0.0349,-5.5445,-0.23399999999999999,-0.0173,-2.3521,-0.0341,-5.2734
000903,云内动力,0.1213,0.0143,1.4532,0.0271,3.7696,0.1144,0.0261,1.9235,0.0494,6.8993,0.2995,0.0948,5.1359,0.1772,24.6187,0.0358,0.0162,0.6292,0.0336,4.6759,-0.10099999999999999,-0.0172,-1.3733,-0.0335,-4.4361,-0.1577,-0.0483,-2.8074,-0.0928,-12.2218,-0.1648,-0.068,-3.6292,-0.1317,-17.3774,-0.091,-0.0498,-2.0684,-0.1006,-10.7954,-0.2343,-0.0343,-3.3228,-0.0635,-6.7162
300430,诚益通,-0.446,-0.0408,-3.2505,-0.1344,-14.1331,-0.0565,-0.0118,-0.3702,-0.0345,-3.5976,-0.2683,-0.0741,-1.9336,-0.2301,-24.0399,-0.062,-0.0246,-0.4304,-0.0809,-8.4099,-0.3857,-0.0341,-2.7845,-0.1198,-12.4951,-0.0561,-0.0072,-0.3991,-0.0315,-3.2441,-0.1684,-0.0323,-1.4978,-0.1529,-15.7975,-0.039,-0.0114,-0.2435,-0.0594,-6.1469,-0.2345,-0.0131,-2.167,-0.062,-6.3932
002587,奥拓电子,-0.6223,-0.0474,,-0.3572,-38.824,-0.1911,-0.0465,-1.2143,-0.3234,-34.4875,-0.086,-0.0308,-0.4009,-0.1975,-20.8571,0.3335,0.1207,1.7471,0.4192,42.9714,-0.3923,-0.0441,-6.656000000000001,-0.2022,-20.9205,-0.2375,-0.0726,-1.7349,-0.28300000000000003,-29.0989,-0.1566,-0.066,-1.1707,-0.2299,-23.4139,0.009000000000000001,0.0052,0.0712,0.0148,1.5066,-0.2349,-0.0505,-2.2326,-0.1366,-13.9469
002909,集泰股份,,,,,,,,,,,0.1312,,1.3994,,,0.111,0.11900000000000001,1.3037,0.2537,26.3608,0.2801,,13.7532,,,0.2207,0.1218,3.9367,0.2331,24.1725,0.0835,0.0731,1.2303,0.1352,13.9479,0.092,0.0895,1.6312,0.2172,22.3932,-0.2351,-0.0488,,-0.1233,-12.7398
600869,智慧能源,-0.0117,-0.0021,-0.3091,-0.0032,-0.3497,0.0035,0.0014,0.0946,0.0022,0.2881,-0.0056,-0.0034,-0.1707,-0.0056,-0.7506,-0.0176,-0.0159,-0.7007,-0.0279,-3.8648,-0.1684,-0.0321,-30.3622,-0.0535,-7.5385,-0.1328,-0.0648,-8.3578,-0.1022,-14.2456,-0.0965,-0.0655,-6.6711,-0.0976,-13.4293,-0.0347,-0.0318,-6.6984,-0.0466,-6.1522,-0.2353,-0.0442,-9.9543,-0.0639,-8.8352
000592,平潭发展,-0.4777,-0.02,,-0.2439,-28.4513,0.0336,0.0035,0.8179,0.040999999999999995,4.7061,0.0606,0.0095,2.2636,0.0962,10.7921,-0.047,-0.0089,-6.9151,-0.0544,-7.4092,-0.9412,-0.0243,,-0.14400000000000002,-19.0017,-0.1399,-0.0112,,-0.0587,-7.0625,-0.0537,-0.0065,-53.3886,-0.0329,-3.872,0.0284,0.0055,,0.0284,3.3449,-0.2354,-0.0093,,-0.0496,-5.8077
600582,天地科技,-0.3276,-0.0185,,-0.042,-5.5811,-0.1335,-0.0188,-2.3741,-0.0421,-5.4623,-0.0854,-0.0173,-1.7042,-0.0363,-5.1824,0.0086,0.0031,0.1101,0.0067,0.9223,-0.1332,-0.0078,,-0.017,-2.3917,-0.0353,-0.0055,-0.4734,-0.012,-1.6442,0.0381,0.0096,0.5725,0.0205,2.7938,0.0778,0.0328,1.0157,0.0717,9.5383,-0.2354,-0.0194,-11.6288,-0.043,-5.768
300077,国民技术,-0.5632,-0.0277,-3.3798,-0.235,-24.7354,-0.3129,-0.0291,-2.0198,-0.3454,-37.0945,-0.3111,-0.0412,-2.7437,-0.534,-58.0617,-0.081,-0.0174,-0.5646,-0.17300000000000001,-18.3018,-0.0675,-0.0039,-0.5961,-0.0418,-4.4297,-0.1871,-0.0202,-1.5122,-0.2619,-27.4634,-0.3067,-0.049,-3.3265,-0.5182,-53.7373,-0.162,-0.038,,-0.2721,-28.1884,-0.2355,-0.0097,-2.2064,-0.0226,-2.2851
300635,达安股份,0.2105,,1.5596,,,0.1738,0.0671,1.2676,0.2102,21.0189,0.0629,,0.4066,,,0.1891,0.1526,1.3989,0.4799,47.9916,-0.4949,-0.0611,-3.8123,-0.282,-28.1957,-0.3316,-0.095,-2.5974,-0.6045,-60.4487,-0.2987,-0.1273,-2.1152,-0.973,-97.29899999999999,-0.0927,-0.0527,-0.7284,-0.3209,-32.086999999999996,-0.2357,-0.0278,-1.6582,-0.0976,-9.763
603501,韦尔股份,0.0155,,0.2608,,,0.0098,,0.1572,,,0.0391,,0.6284,,,0.0324,0.0426,0.5334,0.0838,8.4151,0.175,0.0435,2.1196,0.09,9.0171,0.0291,0.0141,0.5071,0.0329,3.3016,-0.0729,-0.0578,-1.308,-0.1289,-12.8983,-0.113,-0.0963,-2.2038,-0.1664,-17.4556,-0.2357,-0.0604,-5.0094,-0.10099999999999999,-10.5162
300378,鼎捷软件,-0.3167,-0.0446,,-0.1555,-15.5732,-0.0954,-0.03,-2.3821,-0.0964,-9.6443,0.0078,0.0037,0.2039,0.0116,1.1607,0.0898,0.0574,2.4077,0.1691,16.9918,-0.2174,-0.0295,,-0.0887,-8.9114,0.0463,0.0146,0.8066,0.0419,4.2103,0.0998,0.0471,1.6608,0.1335,13.4051,0.1852,0.1138,3.4836,0.3036,30.508000000000003,-0.2372,-0.0322,-25.3351,-0.0889,-8.9318
002826,易明医药,-0.1483,,-1.7023,,,0.1657,0.0781,1.3412,0.2207,30.375,0.0008,,0.0068,,,0.1265,0.0885,1.0329,0.6289,64.3222,0.2966,0.0355,4.1867,0.2492,25.4652,0.1814,0.0513,1.6028,0.3389,34.8432,0.0897,0.0354,0.7085,0.2536,26.1125,0.2032,0.1054,1.278,0.6002,61.2718,-0.2374,-0.0294,-3.5027,-0.1754,-17.9098
002554,惠博普,-0.7066,-0.0456,-5.2726,-0.1429,-14.5746,-0.1946,-0.0279,-1.3257,-0.0677,-7.1923,-0.3507,-0.0594,-2.3189,-0.1212,-16.956,0.0128,0.0029,0.1009,0.0056,0.7415,0.3213,0.0318,2.8747,0.0623,8.2664,0.2142,0.0397,3.1257,0.0781,10.3959,0.1248,0.0291,1.6908,0.0568,7.5317,-0.1027,-0.0324,-1.5838,-0.061,-7.9718,-0.2375,-0.0174,-2.2214,-0.0331,-4.3581
600401,*ST海润,-0.0218,-0.0015,-2.0546,-0.0022,-0.3359,-0.0074,-0.0011,-0.43700000000000006,-0.0015,-0.2191,-0.1575,-0.0345,-13.2297,-0.0485,-7.1784,-0.1996,-0.0465,,-0.0579,-8.1612,-0.6917,-0.0285,,-0.0352,-5.0928,0.1068,0.0106,,0.0131,1.8523,-0.0424,-0.0065,,-0.008,-1.1301,-0.022000000000000002,-0.0053,,-0.0058,-0.7745,-0.2376,-0.0053,,-0.0058,-0.7513
300117,嘉寓股份,0.0101,0.0009,0.344,0.0014,0.1577,-0.0561,-0.011000000000000001,-1.5725,-0.0165,-1.834,-0.0828,-0.0242,-2.1725,-0.0354,-3.8769,-0.0188,-0.0089,-0.5319,-0.013000000000000001,-1.4618,-0.2836,-0.0212,-8.1503,-0.0313,-3.665,-0.0215,-0.005,-1.1759,-0.006999999999999999,-0.7845,-0.1518,-0.0534,-3.813,-0.0737,-8.4745,0.0172,0.0091,0.6499,0.0125,1.4386,-0.2378,-0.0214,-9.5168,-0.0291,-3.2964
002725,跃岭股份,-0.0692,-0.0094,-0.7501,-0.0928,-10.0093,0.0349,0.0102,0.3564,0.1009,10.8675,0.0454,0.0203,0.5511,0.1923,20.5802,0.0596,0.0369,0.8457,0.2972,31.386,0.011000000000000001,0.0018,0.2354,0.0145,1.5313,-0.0082,-0.0029,-0.1632,-0.0227,-2.3902,0.0676,0.0338,1.8637,0.1801,18.551,0.0632,0.0442,3.1036,0.23600000000000002,24.6626,-0.2379,-0.0441,-11.5599,-0.2442,-25.5303
603227,雪峰科技,-0.5336,-0.0224,,-0.0478,-7.4957,-0.1184,-0.0155,-2.2204,-0.0316,-4.5111,0.0044,0.001,0.1404,0.0021,0.3218,0.0347,0.0116,,0.0229,3.5303,-0.5617,-0.028999999999999998,,-0.0587,-9.3177,-0.1122,-0.0215,-3.8019,-0.0463,-7.7409,-0.1022,-0.033,-1.3535,-0.0715,-11.6059,-0.0555,-0.0267,-1.1213,-0.0569,-8.8596,-0.2381,-0.0271,,-0.0584,-9.1515
601588,北辰实业,0.0509,0.0027,0.6979,0.0037,0.7014,0.3601,0.0281,4.0799,0.0357,7.2317,0.7879,0.0949,13.3454,0.1189,21.4231,0.2096,0.032,3.9271,0.0395,6.9141,0.0424,0.0019,0.4326,0.0024,0.4139,0.122,0.0129,1.4211,0.0156,2.6915,0.054000000000000006,0.0071,0.6047,0.0085,1.6680000000000001,-0.1053,-0.0204,-1.2424,-0.0244,-4.1739999999999995,-0.2384,-0.0052,-2.2981,-0.0062,-1.0674
600865,百大集团,-0.0927,-0.0144,-0.8712,-0.0992,-12.7288,0.0056,0.0016,0.0459,0.0117,1.5396,0.0277,0.0109,0.2065,0.0835,11.0948,0.1331,0.0688,1.5417,0.3926,57.386,-0.1972,-0.0268,-3.6065,-0.1842,-31.569000000000003,-0.0523,-0.0127,-0.7339,-0.0906,-14.9131,0.0278,0.0092,0.3216,0.067,10.9057,0.10400000000000001,0.0462,2.0555,0.2154,26.6091,-0.2384,-0.0244,-1.7031,-0.1256,-15.9835
600875,东方电气,0.006,0.0006,3.3882,0.0009,0.0935,0.1727,0.0367,,0.0506,5.3179,0.2313,0.0626,,0.0846,8.8839,0.2693,0.1058,,0.1432,15.1208,-0.1545,-0.0103,-4.8978,-0.013999999999999999,-1.485,-0.0786,-0.0141,-2.7051,-0.0195,-2.0578,-0.0906,-0.0239,-3.9797,-0.0333,-3.52,0.0146,0.0057,0.6591,0.008,0.8499,-0.239,-0.0204,-7.1686,-0.028999999999999998,-3.0976
