code,name,currentratio20161,quickratio20161,cashratio20161,icratio20161,sheqratio20161,adratio20161,currentratio20162,quickratio20162,cashratio20162,icratio20162,sheqratio20162,adratio20162,currentratio20163,quickratio20163,cashratio20163,icratio20163,sheqratio20163,adratio20163,currentratio20164,quickratio20164,cashratio20164,icratio20164,sheqratio20164,adratio20164,currentratio20171,quickratio20171,cashratio20171,icratio20171,sheqratio20171,adratio20171,currentratio20172,quickratio20172,cashratio20172,icratio20172,sheqratio20172,adratio20172,currentratio20173,quickratio20173,cashratio20173,icratio20173,sheqratio20173,adratio20173,currentratio20174,quickratio20174,cashratio20174,icratio20174,sheqratio20174,adratio20174,currentratio20181,quickratio20181,cashratio20181,icratio20181,sheqratio20181,adratio20181
300499,高澜股份,2.2376,1.7669,82.7625,558.8059,59.8057,40.1943,2.0907,1.6394,61.6092,-1901.4354,58.528999999999996,41.471000000000004,1.8894,1.4401,45.9557,-3342.816,55.3352,44.6648,1.7814,1.3336,49.2868,187918.3201,53.318000000000005,46.681999999999995,1.7432,1.2670000000000001,40.0621,-1365.9306,53.1139,46.8861,1.7527,1.371,49.7912,2232.6029,54.1253,45.8747,1.7627,1.3411,37.0075,1214.0521,55.2217,44.7783,1.8782,1.4284,33.9773,1369.5359,57.4866,42.5134,2.0424,1.5074,31.2091,-429.88,61.2542,38.7458
600976,健民集团,1.9735,1.7181,56.1032,3257.1987,61.6959,38.3041,1.9534,1.6445,58.6752,5144.3439,61.1944,38.8056,1.902,1.5947,54.1262,-4196.3352,60.1644,39.8356,1.7749,1.5356,32.6699,3202.1051,57.0498,42.9502,1.8539,1.5831,32.5906,2296.4744,58.0739,41.9261,1.8782,1.5862,29.0733,2717.3661,59.3455,40.6545,1.8465,1.55,9.1206,2817.7843,59.4049,40.5951,1.7171,1.4841,14.5102,3282.1438,57.5549,42.4451,1.8285,1.5356,10.472000000000001,5056.3334,61.2493,38.7507
603890,春秋电子,,,,,,,,,,,,,1.2775,1.0276,11.9673,8224.9433,37.4946,62.5054,1.2432,0.9937,21.0555,-3052.7999,37.1223,62.8777,--,--,--,1239.3169,--,--,1.3093,0.9937,22.9549,1076.6389,41.7334,58.2666,1.2974,0.9757,18.3838,882.3887,40.2319,59.7681,2.1489,1.8498,114.9288,793.3039,60.0883,39.9117,2.057,1.7182,38.5098,176.4034,61.2407,38.7593
002334,英威腾,5.1929,4.409,162.7763,-457.2841,84.7496,15.2504,4.5013,3.7305,87.4884,-787.2389,82.5696,17.4304,3.9485,3.1935,98.6613,-1143.2955,80.0501,19.9499,2.8115,2.1877,105.5897,-653.7996,72.0796,27.9204,2.9796,2.3267,73.6973,-176.3508,73.7855,26.2145,2.5855,2.0009,62.7974,-7728.007,70.4492,29.5508,1.9785,1.4475,35.3523,12692.3668,65.4621,34.5379,1.9604,1.5247,60.3858,5940.6775,64.2024,35.7976,1.8530000000000002,1.39,46.3251,384.9947,61.2231,38.7769
603800,道森股份,2.6158,1.7853,115.8688,-52681.3374,81.0566,18.9434,3.4574,2.7263,96.2102,1844.7699,79.5063,20.4937,3.9185,2.8506,104.9626,1602.8168,81.4138,18.5862,2.7893,2.0499,39.8412,1451.0761,74.0475,25.9525,2.5356,1.8805,37.6404,622.1684,70.7321,29.2679,2.2595,1.6133,44.3356,342.4688,66.6136,33.3864,2.1445,1.4652,34.2039,319.4144,64.7816,35.2184,2.1939,1.5477,57.527,304.9179,65.6872,34.3128,1.9657,1.4098,31.9435,97.7232,61.2226,38.7774
002611,东方精工,1.4698,1.1028,67.1861,1718.4717,56.1649,43.8351,1.5362,1.0798,64.4686,16648.8221,56.6108,43.3892,1.4647,1.0416,60.8183,26756.273999999998,55.2209,44.7791,1.5181,1.1636,50.7792,-6325.4801,55.7553,44.2447,1.3575,1.0789,37.0411,569.4993,48.1229,51.8771,1.6467,1.2251,34.5322,9646.8249,68.9633,31.0367,1.5458,1.0863,40.2154,3559.0587,62.6832,37.3168,1.5615,1.3216,33.4378,3677.9876,62.0107,37.9893,1.5389,1.2673,37.6012,225.9908,61.2152,38.7848
300336,新文化,2.2385,1.6923,24.9625,1461.1356,72.167,27.833000000000002,1.9767,1.4757,28.8664,1576.6703,69.5959,30.4041,3.6803,2.877,131.4866,1047.4985,60.1589,39.8411,4.7454,3.7366,212.8604,1140.6966,63.693999999999996,36.306,4.4467,3.573,186.4789,348.87699999999995,58.0192,41.9808,4.0478,3.3355,167.9107,585.9944,57.3539,42.6461,4.2780000000000005,3.4649,158.9579,583.9564,58.4323,41.5677,4.2109,3.4815,197.9713,698.0433,58.7683,41.2317,5.1684,4.2209,225.3717,1890.0320000000002,61.2135,38.7865
601999,出版传媒,2.6124,1.962,36.5474,-471.8902,67.0957,32.9043,2.4888,1.9757,53.9887,-1836.0692,65.4302,34.5698,2.3482,1.9042,48.3819,-1299.7686,64.0764,35.9236,1.8834,1.4381,42.5797,-1161.5666,63.076,36.924,1.8489,1.4469,36.7038,-1486.9991,61.8033,38.1967,1.7898,1.3891,28.0303,-902.6378,59.9094,40.0906,1.6336,1.2853,21.4258,-1555.0565,57.8464,42.1536,1.6726,1.1861,35.5699,-1088.5593,61.1337,38.8663,1.6723,1.1675,18.7482,-375.8547,61.2112,38.7888
603359,东珠景观,--,--,--,972.6074,--,--,--,--,--,3811.5807,--,--,--,--,--,13020.6711,--,--,1.6594,1.1320000000000001,36.5831,6421.892,50.5321,49.4679,1.7118,1.2114,45.8946,12603.7017,52.0231,47.9769,1.7085,1.2068,46.6166,52026.8377,51.6033,48.3967,2.4044,1.6976,104.391,-14305.3765,64.12,35.88,2.3256,1.6496,94.3148,-33699.9331,62.5968,37.4032,2.1903,1.4774,21.3776,-8689.2336,61.1366,38.8634
600599,熊猫金控,2.148,2.01,29.7344,-377.8285,77.6058,22.3942,1.3751,1.334,59.4597,1861.111,62.3282,37.6718,1.3698,1.3378,66.77,-142.4559,58.6568,41.3432,1.6599,1.6311,62.5942,590.2533,60.7278,39.2722,1.7465,1.7024,68.4438,264.9026,59.666000000000004,40.334,1.8107,1.7871,54.5478,238.6984,65.8621,34.1379,2.2174,2.1661,86.2183,186.3216,73.8767,26.1233,1.6983,1.6765,108.0675,220.1742,58.4871,41.5129,1.801,1.7809,78.9485,382.9441,61.111000000000004,38.889
603081,大丰实业,,,,,,,,,,,,,--,--,--,3138.715,--,--,1.4817,0.9944,24.8291,4120.8041,45.9971,54.0029,1.4807,0.9725,22.031,86136.7048,47.2446,52.7554,2.0041,1.4958,64.0461,-9458.6487,57.5538,42.4462,2.0059,1.5062,27.9944,-14109.5208,57.5059,42.4941,1.9564,1.5757,34.6811,-14117.5763,56.177,43.823,2.1889,1.756,59.1246,-4776.5159,61.0799,38.9201
300015,爱尔眼科,2.323,2.0063,92.9835,7287.1465,77.4812,22.5188,1.7626,1.545,86.3933,7874.7923,71.9439,28.0561,1.5953,1.3703,61.0919,8422.1962,71.2883,28.7117,1.7015,1.4819,82.4189,12766.0494,72.2353,27.7647,1.1796,1.0054,49.0906,10660.2613,68.1285,31.8715,1.1382,0.9583,43.4831,8327.0553,64.5665,35.4335,1.3161,1.139,58.5565,2120.1113,52.0733,47.9267,1.7362,1.6071,120.7492,2507.4006,58.7582,41.2418,1.7871,1.6483,116.2092,1532.1905,61.0585,38.9415
600570,恒生电子,1.7655,1.692,19.7101,-27204.5323,71.1508,28.8492,1.5984,1.5269,21.7683,-56894.2682,71.4405,28.5595,1.7143,1.6495,18.0391,-27653.9969,71.3248,28.6752,1.2072,1.1808,17.5587,6369.4811,55.3483,44.6517,1.2754,1.2478,17.3075,-9290.7219,60.6668,39.3332,1.2979,1.2706,21.3225,-25944.1928,60.9307,39.0693,1.1719,1.1487,22.0036,-26398.5908,60.1398,39.8602,1.2039,1.1858,20.1327,-34245.9156,56.1467,43.8533,1.2209999999999999,1.2055,23.1992,14169.5352,61.051,38.949
600733,SST前锋,3.1236,1.1866,68.7309,2942.288,62.9058,37.0942,2.427,0.9048,51.45399999999999,3346.0381,62.6246,37.3754,2.5022,0.8812,51.8054,1494.4891,63.6306,36.3694,3.0609,0.8604,68.3268,48885.5369,61.8521,38.1479,2.9964,0.9175,58.2748,62.4614,60.6859,39.3141,2.9589999999999996,0.8989,57.1702,-243.843,60.2463,39.7537,2.9069,0.9708,57.6028,-34.6373,59.1352,40.8648,3.1707,1.0844,75.1076,358.309,60.9561,39.0439,3.0995,0.966,83.285,-526.8373,61.0367,38.9633
603010,万盛股份,2.9925,2.3667,129.5028,10290.0898,82.2121,17.7879,3.0341,2.2628,125.7577,-1689.1343,83.2758,16.7242,3.1439999999999997,2.428,114.7712,-2060.7643,84.23299999999999,15.767000000000001,3.1131,2.4891,136.0288,-1614.9257,74.9612,25.0388,2.735,2.0723,107.0919,13294.2543,73.5143,26.4857,1.6844,1.3121,48.0677,2333.1806,64.1148,35.8852,1.5163,1.2196,44.8262,1104.464,62.773,37.227,1.2535,1.0035,31.5784,698.6949,60.8056,39.1944,1.2054,0.8591,42.2168,156.3775,61.0283,38.9717
002318,久立特材,1.8525,1.0193,17.5402,513.2167,70.0931,29.9069,1.7862,0.9915,19.6488,1565.8210000000001,68.1135,31.8865,1.7988,1.0628,13.731,1503.5674,67.6913,32.3087,1.9074,1.0793,43.4915,10596.1279,69.0367,30.9633,2.015,1.0797,26.0587,689.8056,71.0964,28.9036,1.86,0.9946,23.811999999999998,949.3188,69.6897,30.3103,1.882,0.9062,15.4397,992.3238,69.8758,30.1242,2.9786,1.9261,69.6399,721.248,60.4066,39.5934,3.1523,1.9894,62.5376,401.2838,61.0062,38.9938
002777,久远银海,1.9503,1.2846,99.6469,-726.7603,52.5906,47.4094,1.9173,1.1934,87.8123,-2021.4004,52.013000000000005,47.986999999999995,1.9846,1.2394,95.2437,-1423.5528,47.0306,52.9694,1.9388,1.3469,105.1625,-2392.1710000000003,46.3284,53.6716,2.0192,1.339,99.154,-1221.4114,48.3687,51.6313,1.9879,1.2864,91.1503,-2917.2413,48.012,51.988,1.9284,1.1882,79.9794,-2652.3603,47.6412,52.3588,1.8054,1.2601,93.8369,-3909.145,44.534,55.466,2.5768,1.9156,152.6923,-613.1675,60.9848,39.0152
002513,蓝丰生化,0.816,0.6476,34.7405,340.3892,58.8327,41.1673,0.8081,0.6302,28.4288,396.6512,60.0772,39.9228,0.8134,0.6538,31.7652,365.5366,59.4847,40.5153,0.8305,0.6786,37.3058,344.1756,61.995,38.005,0.8548,0.7012,31.1523,265.1307,62.0228,37.9772,0.8839,0.7607,39.0631,318.2365,59.553000000000004,40.446999999999996,0.8951,0.7654,39.4659,304.4014,60.8104,39.1896,0.8631,0.7257,19.1387,172.8244,62.8207,37.1793,0.9496,0.7598,17.4208,289.2229,60.9714,39.0286
002627,宜昌交运,1.0365,0.8356,52.2629,375.1304,51.5144,48.4856,1.0366,0.8326,37.0429,438.0649,50.4918,49.5082,0.987,0.8109999999999999,44.9147,486.0828,44.2905,55.7095,0.893,0.7217,54.989,418.4941,45.6606,54.3394,0.8707,0.6842,31.0997,348.7062,48.2734,51.7266,0.8947,0.6904,31.4139,466.7124,45.5147,54.4853,1.8553,1.6981,129.8298,822.3465,60.5921,39.4079,2.0186,1.8237,121.1367,846.4112,61.3721,38.6279,1.9666,1.7941,42.598,471.2641,60.9606,39.0394
300160,秀强股份,1.7578,1.5736,43.5748,2414.298,69.0515,30.9485,1.8691,1.7027,39.9739,3472.8466,71.6333,28.3667,1.7815,1.6511,54.9906,2484.2137,70.1848,29.8152,1.5776,1.3241,32.1995,8192.3683,71.4531,28.5469,1.3187,1.1706,29.1285,2640.4727,65.4718,34.5282,1.3395,1.2209,36.5924,3741.2491,64.0726,35.9274,1.2947,1.1757,34.7656,1386.0389,62.7358,37.2642,1.4185,1.2781,46.2486,829.2911,61.525,38.475,1.433,1.2927,45.8955,1211.7515,60.9324,39.0676
300596,利安隆,,,,,,,1.7384,1.091,47.8166,-5170.8084,60.1459,39.8541,1.7909,1.1204,41.2108,10778.7727,62.278,37.722,1.5131,0.9908,37.7591,-4508.0153,55.8798,44.1202,2.6104,2.0437,124.8362,1530.3882,70.1,29.9,2.3345,1.7469,97.9396,1399.9299,68.4801,31.5199,2.0931,1.5794,92.0546,1474.5045,66.5733,33.4267,1.8383,1.2634,51.7105,1188.9895,61.7968,38.2032,1.7857,1.1686,36.4805,971.6621,60.9047,39.0953
600790,轻纺城,0.3192,0.3192,12.6774,8968.1363,52.5127,47.4873,0.3409,0.3409,9.8946,26368.0629,54.5324,45.4676,0.3384,0.3384,7.0101,60193.5074,57.2768,42.7232,0.3522,0.3522,7.1245,-84434.31,58.1271,41.8729,0.3413,0.3413,9.0543,-8690.6197,60.59,39.41,0.3455,0.3455,11.9515,-14182.2757,61.5878,38.4122,0.3488,0.3488,10.8301,-7906.4271,63.2495,36.7505,0.348,0.348,18.1556,-3083.3986,58.0707,41.9293,0.2261,0.2261,8.8421,-6669.2391,60.888000000000005,39.111999999999995
002433,太安堂,5.4239,1.6014,87.3706,451.2336,71.3754,28.6246,4.7852,1.3445,49.0735,451.624,70.2458,29.7542,5.0431,1.2117,31.9617,506.5428,71.0961,28.9039,3.8663,1.0908,40.6856,624.1799,68.9345,31.0655,3.2503,0.8097,24.4053,382.4888,66.8345,33.1655,2.82,0.754,21.2858,421.1905,64.9808,35.0192,2.278,0.5992,14.1384,449.7797,61.943999999999996,38.056,2.2195,0.6829999999999999,15.585999999999999,485.5094,61.6407,38.3593,2.1544,0.6553,13.7985,393.1474,60.8126,39.1874
603458,勘设股份,,,,,,,--,--,--,555.3925,--,--,--,--,--,652.5374,--,--,1.1996,1.162,25.5408,814.9704,31.9817,68.0183,,,,,,,1.2768,1.2088,23.4848,1435.0049,36.2404,63.7596,2.0786,1.9817,34.9888,1926.2155,59.1429,40.8571,1.9523,1.8469,49.063,2453.2782,56.542,43.458,2.1389,1.9899,49.3765,22606.3532,60.8025,39.1975
600503,华丽家族,2.1498,0.6229,49.0969,470.0967,66.9647,33.0353,1.5632,0.4251,30.6652,5116.9129,60.6437,39.3563,1.5217,0.4649,33.9085,-86454.7929,58.7551,41.2449,1.4943,0.3633,23.891,-2807.6193,57.6037,42.3963,1.8259,0.5067,34.9319,2170.9794,55.6357,44.3643,1.643,0.3694,19.2392,612.641,54.9795,45.0205,1.7443,0.3537,14.8727,622.1295,57.9043,42.0957,2.4881,0.5710000000000001,44.7802,841.2694,60.0965,39.9035,2.5771,0.6726,36.6386,198.3674,60.7935,39.2065
000899,赣能股份,1.7653,1.6933,138.8423,751.6312,63.8489,36.1511,1.4886,1.4280000000000002,118.5616,755.5563,61.9813,38.0187,1.3365,1.3019,97.7973,797.4253,63.5077,36.4923,1.068,0.9795,61.7124,629.1080000000001,63.0139,36.9861,1.1296,1.0879,80.967,498.731,62.8629,37.1371,0.9702,0.8888,67.8213,342.1447,60.713,39.287,0.9846,0.9122,70.5691,358.9606,61.6666,38.3334,0.8671,0.804,8.3722,117.8108,61.0506,38.9494,0.7929999999999999,0.7235,3.3062,182.6404,60.7895,39.2105
300389,艾比森,2.0179,1.5471,82.9963,3381.1962,63.3835,36.6165,2.0137,1.5508,64.9159,-494.72900000000004,64.5838,35.4162,1.6962,1.3381,67.8755,-587.0866,60.9835,39.0165,1.661,1.3831,69.3043,-387.3807,59.6512,40.3488,1.5989,1.2639,69.8805,389.6832,57.9804,42.0196,1.5621,1.2046,69.8295,337.6355,56.7702,43.2298,1.5243,1.1153,41.4597,314.8234,55.1697,44.8303,1.5785,1.2143,34.1779,433.7589,58.2331,41.7669,1.6739,1.2005,41.5337,265.6429,60.7765,39.2235
000723,美锦能源,0.9072,0.7576,17.2216,-277.5169,46.2694,53.7306,0.9169,0.6970000000000001,23.2107,350.0213,49.9124,50.0876,0.9795,0.7349,14.8315,849.8164,52.8649,47.1351,0.9807,0.6514,8.5474,1223.3256,58.7403,41.2597,1.0702,0.7198,7.2645,2448.4108,57.3401,42.6599,1.0686,0.7223,8.949,1617.4128,61.5353,38.4647,1.1563,0.8128,18.9111,1884.1307,61.3995,38.6005,1.1614,0.8285,14.5452,1750.5358,60.8118,39.1882,1.2213,0.9113,8.8854,1507.0855,60.7718,39.2282
600611,大众交通,1.2871,0.9291,49.3015,964.5552,62.1537,37.8463,1.2115,0.8632,52.9102,1249.4333,60.6355,39.3645,1.1718,0.8591,47.0874,1283.4109,58.8945,41.1055,1.1826,0.9044,51.7363,1513.4441,61.3835,38.6165,1.2607,0.9637,57.4632,2494.3902,62.0521,37.9479,1.1594,0.8491,47.9472,1595.4696,61.9333,38.0667,1.2209,0.8938,47.9069,1707.4196,63.2874,36.7126,1.2133,0.7051,39.3426,1828.6924,61.6164,38.3836,1.2351,0.7352,37.3878,825.3531,60.7675,39.2325
002048,宁波华翔,1.3903,1.0333,34.2937,13180.6347,53.3961,46.6039,1.4240000000000002,1.0726,31.4877,130035.47300000001,53.83,46.17,1.4197,1.0542,29.6894,237689.8843,54.6326,45.3674,1.1071,0.8088,22.6415,15499.045,45.2064,54.7936,1.1291,0.8269,21.5172,3604.2028,45.5989,54.4011,1.114,0.7895,22.7194,1866.5612,46.763999999999996,53.236000000000004,1.1479,0.7798,20.3564,1469.2305,48.7335,51.2665,1.4172,1.1093,53.0721,1655.5847,54.9138,45.0862,1.5755,1.1525,43.9701,904.7228,60.7575,39.2425
603123,翠微股份,1.071,1.0189,77.4984,1472.9735,54.714,45.286,1.0661,1.015,79.7208,1044.7484,55.4851,44.5149,1.0951,1.0407,82.1565,806.1030000000001,56.8367,43.1633,1.1508,1.0976,92.9057,1530.8134,57.3713,42.6287,1.2161,1.1611,85.4666,3941.3681,58.8009,41.1991,1.2246,1.1723,87.4503,4481.1919,59.6998,40.3002,1.2264,1.1749,85.7323,4380.628,57.827,42.173,1.307,1.253,107.0871,9372.655999999999,59.2925,40.7075,1.3857,1.3164,99.6543,64088.0926,60.7468,39.2532
603895,天永智能,1.6577,1.0722,15.8065,-12611.4626,42.4231,57.5769,,,,,,,,,,,,,1.6167,0.9462,27.5551,-17097.466,40.759,59.24100000000001,,,,,,,1.7392,1.1038,21.5772,-8524.0411,45.2151,54.7849,,,,,,,1.6559,0.9727,10.1702,-9066.0849,42.2002,57.7998,2.4264,1.7087,49.685,-1520.9604,60.7401,39.2599
002723,金莱特,1.2702,0.8359,15.7764,400.1876,64.4845,35.5155,1.2149,0.7754,22.6788,-910.4889,61.7186,38.2814,1.1994,0.7232,18.7292,-500.4853,65.5371,34.4629,1.1239,0.5489999999999999,21.9734,68.2655,61.151,38.849000000000004,1.1126,0.5679,19.8435,270.0479,58.5783,41.4217,1.123,0.6127,25.3225,301.7792,57.7608,42.2392,1.183,0.6225,22.0868,236.6768,64.5059,35.4941,1.1608,0.5508,17.689,153.2852,62.7485,37.2515,1.129,0.5688,14.1697,-111.7411,60.7346,39.2654
000988,华工科技,1.7586,1.3061,39.2203,1130.3048,57.9645,42.0355,1.7448,1.3573,37.966,955.3915,57.3815,42.6185,1.74,1.3805,38.0607,972.0699,56.8488,43.1512,1.794,1.4013,48.0234,1106.7819,58.2631,41.7369,1.7059,1.3622,33.9876,989.0337,55.523,44.477,1.5607,1.2338,30.5994,1085.2699,52.6227,47.3773,1.5627,1.2496,31.4343,879.7341,52.1051,47.8949,2.1166,1.7791,72.0659,955.7432,62.0163,37.9837,2.0313,1.6708,61.1841,622.8325,60.7338,39.2662
002120,韵达股份,1.0435,0.7915,39.2555,810.1658,46.5467,53.4533,0.935,0.6552,12.7525,3937.2898,49.6494,50.3506,0.9349,0.6239,14.1818,2008.0122,50.4869,49.5131,1.1015,1.0927,14.8025,182750.266,55.9563,44.0437,1.1519,1.1425,21.8691,-47642.9084,61.285,38.715,1.1941,1.1852,24.9658,-60007.7974,61.0658,38.9342,1.2425,1.2338,30.3348,-49261.9888,61.7271,38.2729,1.1606,1.1546,44.1367,-35687.1947,55.8934,44.1066,1.1731,1.1668,32.6958,-15524.0007,60.7276,39.2724
300532,今天国际,1.8878,1.6522,50.2401,1625.3472,48.2205,51.7795,1.9984,1.8213,48.2843,21623.636000000002,51.168,48.832,2.6868,2.5032,120.4104,-56913.9036,61.7123,38.2877,2.7851,2.6411,73.4776,-11636.3006,63.0877,36.9123,3.1665,3.0296,103.6276,-4606.8973,66.5351,33.4649,2.4745,2.3371,66.6607,-1905.7613,60.5507,39.4493,2.1282,1.9656,43.1596,-4697.6695,56.8612,43.1388,2.1567,1.9162,62.3407,-6178.2733,60.333,39.667,2.1748,1.9524,40.1183,-5828.8997,60.6574,39.3426
300526,中潜股份,0.956,0.6123,13.7356,487.2917,46.0857,53.9143,0.9379,0.5857,14.8945,461.8978,46.9937,53.0063,1.8142,1.3509,83.3696,425.2131,64.3042,35.6958,1.331,0.8446,16.5935,516.7363,72.7605,27.2395,1.255,0.8353,20.4147,574.3174,69.7574,30.2426,1.0799,0.7165,19.1227,638.8132,66.5629,33.4371,0.8440000000000001,0.485,7.3219,613.1285,65.3058,34.6942,0.84,0.5352,17.1108,554.8081,61.5407,38.4593,0.7443,0.4563,8.5688,226.7953,60.648,39.352
000708,大冶特钢,1.8933,1.3076,37.7713,-3956.7331,69.7436,30.2564,1.6945,1.2084,26.2438,-4548.287,66.3056,33.6944,1.7699,1.287,58.6708,-4388.5162,66.4716,33.5284,1.7019,1.2932,67.7463,-3286.7375,63.6771,36.3229,1.8776,1.383,45.1187,-12012.6173,65.8285,34.1715,1.5081,1.11,17.3085,4172.4291,62.0084,37.9916,1.5518,1.1184,35.4294,2216.0548,61.9517,38.0483,1.5949,1.1802,47.6117,3112.4305,61.2321,38.7679,1.6368,1.3104,50.9824,1403.9931,60.6472,39.3528
002017,东信和平,1.9819,1.0177,60.3481,5848.6195,55.909,44.091,2.0964,1.0918,61.498999999999995,-1595.9334,57.7452,42.2548,1.9593,1.0659,64.3814,-1369.4834,54.8869,45.1131,1.9473,1.3204,97.4915,-1189.2910000000002,57.8091,42.1909,2.0018,1.2735,82.8527,-2476.4504,58.8928,41.1072,2.0876,1.3215,76.9142,-1253.8862,60.6131,39.3869,2.0667,1.2343,67.6797,-969.3498,62.2213,37.7787,2.1082,1.4402,104.4487,-680.2617,60.9061,39.0939,2.1166,1.3563,87.9378,299.1377,60.5989,39.4011
600017,日照港,0.8893,0.8590000000000001,25.1327,343.5814,59.7441,40.2559,0.583,0.5634,16.2169,327.5594,59.3125,40.6875,0.5979,0.5783,19.339000000000002,324.3901,59.3912,40.6088,0.4823,0.4668,18.2512,246.4586,57.7501,42.2499,0.5313,0.5168,20.4373,374.8296,57.9544,42.0456,0.5047,0.4898,19.9206,391.3903,58.3287,41.6713,0.5591,0.545,27.4154,389.5901,57.5911,42.4089,0.5465,0.5283,18.5966,344.4635,58.825,41.175,0.626,0.6084,24.0409,536.1748,60.5946,39.4054
600992,贵绳股份,2.3952,1.7737,110.6833,-6778.2324,66.7107,33.2893,2.3036,1.6796,105.5309,-568.364,65.6585,34.3415,2.1148,1.5778,103.0918,-359.1451,62.5808,37.4192,2.0976,1.5748,111.2683,-460.288,62.3939,37.6061,1.9773,1.4186,92.6732,-268.1441,60.3873,39.6127,1.9167,1.3994,89.6269,-391.76599999999996,59.4506,40.5494,1.9180000000000001,1.3961,87.2473,-501.1003,60.5925,39.4075,1.9465,1.4218,62.0442,433.7799,61.0491,38.9509,1.9056,1.3247,49.821999999999996,388.5408,60.581,39.419000000000004
300085,银之杰,2.6132,2.4164,57.5034,12182.0631,77.2836,22.7164,1.9853,1.7354,22.816,1795.5698,70.0737,29.9263,1.8809,1.6971,22.1656,1448.0074,66.2606,33.7394,1.9488,1.7336,65.4303,1813.4612,66.6445,33.3555,2.0992,1.8174,52.9739,1692.5183,69.6238,30.3762,2.0464,1.7438,42.7042,987.5689,69.298,30.701999999999998,1.9463,1.7121,67.8197,977.7587,61.0259,38.9741,1.91,1.6744,46.1306,378.5321,60.9342,39.0658,1.9157,1.6693,42.58,-157.0568,60.568999999999996,39.431
300161,华中数控,2.1682,1.5428,50.3654,-1484.2038,61.5915,38.4085,2.0385,1.4305,35.7325,-1076.6088,59.9479,40.0521,1.9499,1.4075,38.1481,-580.2658,56.5263,43.4737,1.9719,1.5818,67.2769,250.3914,57.9331,42.0669,2.0989,1.5471,48.9556,-265.6902,60.5475,39.4525,2.1519,1.5603,53.4008,226.4989,59.5282,40.4718,2.1336,1.6155,51.271,217.398,59.147,40.853,2.0184,1.5094,53.7903,369.4694,58.9779,41.0221,2.0681,1.3982,43.4244,-497.9531,60.5482,39.4518
600033,福建高速,0.7374,0.7312,33.141,500.9477,54.2576,45.7424,0.6212,0.6159,32.92,501.0675,53.5645,46.4355,0.7222,0.7156,40.785,526.661,54.9586,45.0414,0.6636,0.6582,40.5419,514.2189,56.8234,43.1766,0.9047,0.8999,58.5188,666.8235,57.6947,42.3053,0.7274,0.7228,37.3284,649.9678,57.3305,42.6695,0.8895,0.8843,59.1071,632.6545,58.7133,41.2867,0.3221,0.3195,20.4026,570.67,59.8128,40.1872,0.4252,0.423,28.0652,702.0632,60.5472,39.4528
002392,北京利尔,2.6257,2.2386,18.2957,657.0039,60.8019,39.1981,2.7365,2.3716,16.6864,636.4495,61.6517,38.3483,2.7315,2.3928,8.517999999999999,697.3805,61.4766,38.5234,2.747,2.3577,17.6255,620.2222,61.3672,38.6328,2.379,2.1061,13.6608,597.8542,57.2561,42.7439,2.3982,2.0973,24.8593,535.2235,57.3826,42.6174,2.5012,2.1603,22.4327,489.95099999999996,58.791000000000004,41.208999999999996,2.5401,2.1008,19.8642,477.9188,59.3021,40.6979,2.5958,2.1361,28.2109,678.1977,60.5383,39.4617
600331,宏达股份,0.8885,0.4653,33.5358,-54.7945,50.9697,49.0303,0.8690000000000001,0.4346,33.4575,119.3894,51.8234,48.1766,0.8505,0.4295,33.9584,143.7435,53.016000000000005,46.983999999999995,0.8659,0.4625,39.3392,195.6265,52.9166,47.0834,0.889,0.4338,34.9381,434.6195,54.9144,45.0856,0.9259999999999999,0.4297,34.2366,481.2385,56.5607,43.4393,0.8457,0.3077,22.6112,536.8099,58.7552,41.2448,0.9663,0.2977,21.2661,506.7726,60.8897,39.1103,0.9796,0.3078,23.1807,218.5519,60.5245,39.4755
002851,麦格米特,--,--,--,-2162.7756,--,--,1.5557,1.0287,10.2831,2576.7591,49.3825,50.6175,--,--,--,2902.667,--,--,1.7006,1.1397,13.513,2540.0105,52.9375,47.0625,2.7146,2.0369,105.6379,2275.9767,67.9821,32.0179,2.4642,1.8132,26.8404,3961.3462,65.2688,34.7312,2.2049,1.5795,18.8857,4311.9273,62.0783,37.9217,2.1486,1.5648,18.2565,5412.8492,61.9531,38.0469,2.0792,1.3913,21.6218,2893.6261,60.5188,39.4812
000570,苏常柴A,1.7364,1.4647,51.0726,-2065.5752,62.2548,37.7452,1.7477,1.4217,60.9775,-772.6695,62.2026,37.7974,1.7672,1.5098,54.8187,-873.4687,64.322,35.678000000000004,1.7207,1.3129,55.3674,-549.0802,62.8878,37.1122,1.6774,1.2873,44.245,-3527.155,61.4625,38.5375,1.6778,1.3396,53.4062,13811.6282,60.9322,39.0678,1.7285,1.4291,45.263999999999996,-3779.923,61.3073,38.6927,1.6487,1.2522,33.5748,-2031.0904,60.8764,39.1236,1.6791,1.3557,28.3214,490.7792,60.5126,39.4874
